reference,k,metric,normalization,weighting,n_events,mean_err_x_cm,sigma_err_x_cm,mean_err_z_cm,sigma_err_z_cm,median_err_r_cm,p68_err_r_cm,p95_err_r_cm
events,48,euclidean,log1p,uniform,1000,-0.22034059308333317,4.6571002669425,0.010932154666666662,4.683448599333967,4.089116401832105,5.96401908912887,13.750571179463234
events,48,euclidean,log1p,inverse,1000,-0.21791981975331504,4.647201978788931,0.014216830119325181,4.673337737301864,4.096085009203687,5.974915999905899,13.786049743703089
templates,5,euclidean,l1,inverse,1000,0.5608261886147856,5.5017060155284145,0.7227845498389237,6.030260490219301,4.060999216241852,5.996527465923289,15.14909621615295
events,64,euclidean,log1p,inverse2,1000,-0.22919710271396854,4.6764286418314605,-0.012479516985164708,4.6904600331606305,4.111814090661047,6.007948935850613,13.842629692802674
templates,8,euclidean,l1,inverse2,1000,0.6136972294539961,5.512295713357318,0.715592438701589,6.000637789501762,4.0419452161104985,6.012292680033591,15.128651145595054
events,1,euclidean,none,inverse2,1000,-0.347676831,5.4165751993902935,0.018886593000000004,5.79149810396228,4.04141940873939,6.016549265064487,17.195285342069727
events,1,euclidean,none,inverse,1000,-0.347676831,5.4165751993902935,0.018886593000000004,5.79149810396228,4.04141940873939,6.016549265064487,17.195285342069727
events,1,euclidean,none,uniform,1000,-0.347676831,5.4165751993902935,0.018886593000000004,5.79149810396228,4.04141940873939,6.016549265064487,17.195285342069727
templates,16,euclidean,sqrt,inverse2,1000,-1.3201611401313675,4.484297952576769,-1.1334637201775866,4.605165641118647,4.26850152689579,6.017050225884171,13.525345469145368
templates,8,euclidean,log1p,inverse2,1000,-1.143948034021514,4.494519318792797,-0.997036710397371,4.736728812805129,4.349511994826436,6.04851884564603,13.244049542636754
templates,12,euclidean,l1,inverse2,1000,0.5417644966123433,5.586559584224484,0.6035752013653671,5.924452233636982,4.08844127788046,6.0631341976500615,15.288581819522541
events,64,euclidean,log1p,uniform,1000,-0.23531849631249985,4.699412550298905,-0.022164428875000055,4.713315735692576,4.14620559506563,6.066555512469693,13.836109035333886
events,64,euclidean,log1p,inverse,1000,-0.23232611086688706,4.6882459560440495,-0.017508439882214517,4.702183246445584,4.124104900333251,6.068020076719952,13.880248143406252
events,5,euclidean,log1p,inverse2,1000,-0.1571836866351692,4.8168158448514555,0.12961808443980302,4.904069130882925,4.26771926327119,6.080260257472177,13.450138927300708
events,12,euclidean,l1,inverse2,1000,2.373866059277069,6.215537762870439,2.5539093703609517,6.605877640167566,4.0007292800326155,6.085542607922911,18.906726674767615
